id_parc;nom_usuel;puissance_parc;code_insee;nom_commune;code_dept;code_reg;date_depot_demande_autorisation;date_delivrance_avis_autorite_environnementale;date_delivrance_autorisation;date_debut_construction;date_mise_en_service;date_debut_demantelement;etat_parc;statut_admin;statut_parc;date_arrete_prefectoral_complementaire_renouvellement;renouvellement;nom_exploitant;siret;date_maj
0003800461;PE DES QUINTEFEUILLES;46.2;62414;HAUCOURT;62;32;;;;2021-07-26;;;En construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003800462;PE EOLIENNES DES PAQUERETTES (H2air SAS);31.2;62082;BARASTRE;62;32;;;;2022-02-07;2023-04-01;;En exploitation;Autorisation;Autorisé;;Aucun;Eoliennes des Limodores;81107617300012;
0003800462;PE EOLIENNES DES PAQUERETTES (H2air SAS);31.2;62410;HAPLINCOURT;62;32;;;;2022-02-07;2023-04-01;;En exploitation;Autorisation;Autorisé;;Aucun;Eoliennes des Limodores;81107617300012;
0003800463;Ferme Eolienne De La Voie D'Artois;21.6;62484;LAGNICOURT MARCEL;62;32;;;;2019-04-23;2020-04-22;;En exploitation;Autorisation;Autorisé;;Aucun;FERME EOLIENNE DE LA VOIE D'ARTOIS;80398015000012;
0003800463;Ferme Eolienne De La Voie D'Artois;21.6;62591;MORCHIES;62;32;;;;2019-04-23;2020-04-22;;En exploitation;Autorisation;Autorisé;;Aucun;FERME EOLIENNE DE LA VOIE D'ARTOIS;80398015000012;
0003800463;Ferme Eolienne De La Voie D'Artois;21.6;62673;QUEANT;62;32;;;;2019-04-23;2020-04-22;;En exploitation;Autorisation;Autorisé;;Aucun;FERME EOLIENNE DE LA VOIE D'ARTOIS;80398015000012;
0003800464;Parc eolien de Dameraucourt;14.1;60193;DAMERAUCOURT;60;32;;;;2019-03-18;2019-12-18;;En exploitation;Autorisation;Autorisé;;Aucun;Parc eolien de Dameraucourt;81463354100010;
0003800468;Ferme eolienne de la Voie de Cambrai;25.2;62469;INCHY-EN-ARTOIS;62;32;;;;2019-06-12;2020-03-26;;En exploitation;Autorisation;Autorisé;;Aucun;Ferme eolienne de la Voie de Cambrai;81801680000018;
0003800468;Ferme eolienne de la Voie de Cambrai;25.2;62671;PRONVILLE-EN-ARTOIS;62;32;;;;2019-06-12;2020-03-26;;En exploitation;Autorisation;Autorisé;;Aucun;Ferme eolienne de la Voie de Cambrai;81801680000018;
0003800468;Ferme eolienne de la Voie de Cambrai;25.2;62673;QUEANT;62;32;;;;2019-06-12;2020-03-26;;En exploitation;Autorisation;Autorisé;;Aucun;Ferme eolienne de la Voie de Cambrai;81801680000018;
0003800483;Ferme eolienne Beau Gui (St-Vaast-en-Cambresis);6.0;59547;SAINT-VAAST-EN-CAMBRESIS;59;32;;;;2021-08-31;2022-03-24;;En exploitation;Autorisation;Autorisé;;Aucun;Ferme éolienne du Moulin Jerome;80505018400011;
0003800487;SAS VENTS DES CHAMPS;8.8;80339;FOUQUESCOURT;80;32;;;;2019-04-01;2022-03-23;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0003800487;SAS VENTS DES CHAMPS;8.8;80520;MAUCOURT;80;32;;;;2019-04-01;2022-03-23;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0003800512;ENERTRAG SANTERRE IV SCS;30.76;80162;CAIX;80;32;;;;2020-10-08;2021-09-13;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0003800512;ENERTRAG SANTERRE IV SCS;30.76;80224;CRESSY OMENCOURT;80;32;;;;2020-10-08;2021-09-13;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0003800512;ENERTRAG SANTERRE IV SCS;30.76;80814;VRELY;80;32;;;;2020-10-08;2021-09-13;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0003800527;PARC EOLIEN SEPE DES HAYETTES;7.05;60350;LASSIGNY;60;32;;;;2019-03-19;2020-01-10;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0003800589;Ferme eolienne de la Plaine de Genville;7.05;62153;BOMY;62;32;;;;2017-10-16;2019-01-16;;En exploitation;Autorisation;Autorisé;;Aucun;Ferme eolienne de la Plaine de Genville;53256455600027;
0003800626;PARC EOLIEN DU CATESIS ;32.85;59498;REUMONT;59;32;;;;;;;En attente de construction;Autorisation;Autorisé;;Aucun;Parc Eolien Nordex LXI SAS;80436103800016;
0003800626;PARC EOLIEN DU CATESIS ;32.85;59604;TROISVILLES;59;32;;;;;;;En attente de construction;Autorisation;Autorisé;;Aucun;Parc Eolien Nordex LXI SAS;80436103800016;
0003800684;Extension Coyecque;10.35;62254;COYECQUES;62;32;;;;2018-11-30;2019-10-28;;En exploitation;Autorisation;Autorisé;;Aucun;EOLIS.LES SEPT-VENTS (ENGIE Green);82044447900035;
0003800692;SAS FERME EOLIENNE FONTAINE DU BERGER;33.6;02450;MACQUIGNY;02;32;;;;;;;En attente de construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003800736;Ferme éolienne du moulin de Berlémont;28.8;02392;JONCOURT;02;32;;;;2021-11-15;2023-04-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003800736;Ferme éolienne du moulin de Berlémont;28.8;02426;LEVERGIES;02;32;;;;2021-11-15;2023-04-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003800740;BORALEX - Parc éolien du Bois Ricart;15.0;60221;ESQUENNOY;60;32;;;;2023-02-01;2024-01-31;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003800740;BORALEX - Parc éolien du Bois Ricart;15.0;60486;PAILLART;60;32;;;;2023-02-01;2024-01-31;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003800767;PARC EOLIEN LES GARACHES;18.0;80032;ASSAINVILLERS;80;32;;;;2023-08-22;2024-12-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003800773;Parc éolien de l'Extension des Rossignols;16.4;62596;MOURIEZ;62;32;;;;2021-03-15;2022-01-27;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0003800773;Parc éolien de l'Extension des Rossignols;16.4;62824;TORTEFONTAINE;62;32;;;;2021-03-15;2022-01-27;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0003800779;HOMBLEUX ENERGIES;9.6;80442;HOMBLEUX;80;32;;;;2020-08-31;2021-10-15;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0003800787;PE de BOUILLANCOURT - WP FRANCE 22 SAS;10.8;80121;BOUILLANCOURT-LA-BATAILLE;80;32;;;;;;;;Autorisation;En instruction;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0003800788;WP  France 25;8.8;62095;BEAUMETZ LES AIRE;62;32;;;;2021-10-25;2022-08-20;;;Autorisation;En instruction;;Aucun;WP  France 25;;2023-07-21
0003800795;Parc éolien des Blanches Fosses;11.0;02433;LISLET;02;32;;;;2020-04-27;2020-11-03;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003800795;Parc éolien des Blanches Fosses;11.0;02502;MONTCORNET;02;32;;;;2020-04-27;2020-11-03;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003800807;AQUETTES ;25.2;80019;ALLERY;80;32;;;;2026-06-01;;;;Autorisation;Autorisé;;Aucun;SAS ENGIE GREEN AQUETTES;;
0003800807;AQUETTES ;25.2;80437;HEUCOURT-CROQUOISON;80;32;;;;2026-06-01;;;;Autorisation;Autorisé;;Aucun;SAS ENGIE GREEN AQUETTES;;
0003800807;AQUETTES ;25.2;80788;VERGIES;80;32;;;;2026-06-01;;;;Autorisation;Autorisé;;Aucun;SAS ENGIE GREEN AQUETTES;;
0003800808;BORALEX - Parc éolien de Caumont Chériennes;17.25;62219;CAUMONT;62;32;;;;2022-08-25;2023-07-31;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003800808;BORALEX - Parc éolien de Caumont Chériennes;17.25;62222;CHERIENNES;62;32;;;;2022-08-25;2023-07-31;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003800809;SAS QUADRAN;17.25;02009;ALAINCOURT;02;32;;;;;;;;Autorisation;En instruction;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0003800813;PARC EOLIEN DE LE QUESNEL;27.0;80652;LE QUESNEL;80;32;;;;2022-01-24;2023-08-07;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003800819;Centrale éolienne du Bois des Margaines;29.4;80443;HORNOY LE BOURG;80;32;;;;;;;En attente de construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003800822;Extension du parc éolien de l'Épine Marie Madeleine;22.8;02004;AGNICOURT ET SECHELLES;02;32;;;;2021-10-20;2022-12-23;;En exploitation;Autorisation;Autorisé;;Aucun;SAS Extension du parc éolien de l'Épine Marie Madeleine;82424248100029;
0003800822;Extension du parc éolien de l'Épine Marie Madeleine;22.8;02513;MONTIGNY-LE-FRANC;02;32;;;;2021-10-20;2022-12-23;;En exploitation;Autorisation;Autorisé;;Aucun;SAS Extension du parc éolien de l'Épine Marie Madeleine;82424248100029;
0003800822;Extension du parc éolien de l'Épine Marie Madeleine;22.8;02737;TAVAUX-ET-PONTSERICOURT;02;32;;;;2021-10-20;2022-12-23;;En exploitation;Autorisation;Autorisé;;Aucun;SAS Extension du parc éolien de l'Épine Marie Madeleine;82424248100029;
0003800823;Ferme Eolienne de la Région de Guise;32.4;02006;AISONVILLE-ET-BERNOVILLE;02;32;;;;;;;En attente de construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003800823;Ferme Eolienne de la Région de Guise;32.4;02563;NOYALES;02;32;;;;;;;En attente de construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003800824;Parc éolien d' Extension du Seuil de Bapaume;17.25;62829;LE TRANSLOY;62;32;;;;2020-01-27;2020-12-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003800824;Parc éolien d' Extension du Seuil de Bapaume;17.25;80695;SAILLY SAILLISEL;80;32;;;;2020-01-27;2020-12-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003800825;PARC EOLIEN DES GRANDES NOUES;47.3;02099;BONNESVALYN;02;32;;;;;;;;Autorisation;En instruction;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0003800825;PARC EOLIEN DES GRANDES NOUES;47.3;02509;MONTHIERS;02;32;;;;;;;;Autorisation;En instruction;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0003800825;PARC EOLIEN DES GRANDES NOUES;47.3;02724;SOMMELANS;02;32;;;;;;;;Autorisation;En instruction;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0003800836;PE EOLIENNES DU SUD ARRAGEOIS;21.6;62259;CROISILLES;62;32;;;;2022-02-28;2023-03-31;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003800836;PE EOLIENNES DU SUD ARRAGEOIS;21.6;62426;HENINEL;62;32;;;;2022-02-28;2023-03-31;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003800836;PE EOLIENNES DU SUD ARRAGEOIS;21.6;62761;SAINT-MARTIN-SUR-COJEUL;62;32;;;;2022-02-28;2023-03-31;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003800847;L'EPINETTE;18.0;59149;CLARY;59;32;;;;2024-05-27;;;En construction;Autorisation;Autorisé;;Aucun;EOLIS NOROIT;82044417200010;
0003800847;L'EPINETTE;18.0;59382;MARETZ;59;32;;;;2024-05-27;;;En construction;Autorisation;Autorisé;;Aucun;EOLIS NOROIT;82044417200010;
0003800852;EOLIS AQUILON;15.0;59171;DEHERIES;59;32;;;;;;;;Autorisation;En instruction;;Aucun;EOLIS AQUILON;82044511200015;
0003800852;EOLIS AQUILON;15.0;59191;ELINCOURT;59;32;;;;;;;;Autorisation;En instruction;;Aucun;EOLIS AQUILON;82044511200015;
0003800852;EOLIS AQUILON;15.0;59631;WALINCOURT-SELVIGNY;59;32;;;;;;;;Autorisation;En instruction;;Aucun;EOLIS AQUILON;82044511200015;
0003800864;PARC EOLIEN DE MARENDEUIL;17.6;60622;SOMMEREUX;60;32;;;;2020-09-21;2021-08-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0003800877;FONTAINE LE SEC;6.0;62519;LISBOURG;62;32;;;;2022-01-24;2023-02-03;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003800949;Ferme éolienne Terre à Flacons;8.8;80018;ALLENAY;80;32;;;;2020-06-24;2021-01-05;;En exploitation;Autorisation;Autorisé;;Aucun;Ferme éolienne Terre à Flacons;;
0003800949;Ferme éolienne Terre à Flacons;8.8;80364;FRIAUCOURT;80;32;;;;2020-06-24;2021-01-05;;En exploitation;Autorisation;Autorisé;;Aucun;Ferme éolienne Terre à Flacons;;
0003800955;Les Grands Bails (Montloué);20.7;02519;MONTLOUE;02;32;;;;;;;;Autorisation;En instruction;;Aucun;EDPR France Holding SAS;;2023-07-21
0003800956;SEPE de la Vallée Masson;4.7;62596;MOURIEZ;62;32;;;;2019-06-17;2020-01-03;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0003800961;Extention de la Plaine d'Escrebieux;13.8;62249;COURCELLES-LES-LENS;62;32;;;;2020-10-05;2021-08-02;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003800961;Extention de la Plaine d'Escrebieux;13.8;59211;ESQUERCHIN;59;32;;;;2020-10-05;2021-08-02;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003800961;Extention de la Plaine d'Escrebieux;13.8;59234;FLERS-EN-ESCREBIEUX;59;32;;;;2020-10-05;2021-08-02;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003800969;FE SAINT THOMAS;12.8;62183;BUIRE LE SEC;62;32;2012-11-06;;2012-11-06;2015-07-23;2017-09-04;;;Autorisation;En instruction;;Substanciel;Exploitant anonymisé;siret anonyme;
0003800970;FE SAINT STANISLAS;12.8;62183;BUIRE LE SEC;62;32;;;;2015-07-23;2017-09-04;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003800971;FE DE LA PROVIDENCE;12.8;62183;BUIRE LE SEC;62;32;;;;2015-07-23;2017-09-04;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801003;PARC EOLIEN ENERTRAG SANTERRE III;7.05;80359;FRESNOY LES ROYE;80;32;;;;2018-07-02;2019-01-16;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0003801060;PARC EOLIEN DU CHATEAU SAS;18.0;02433;LISLET;02;32;;;;;;;En attente de construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0003801071;PARC EOLIEN DE LA CROIX DOREE;18.0;62093;BEAULENCOURT;62;32;;;;;;;;Autorisation;En instruction;;Aucun;Exploitant anonymisé;siret anonyme;
0003801071;PARC EOLIEN DE LA CROIX DOREE;18.0;80472;LESB??UFS;80;32;;;;;;;;Autorisation;En instruction;;Aucun;Exploitant anonymisé;siret anonyme;
0003801072;PARC EOLIEN DES MOULINS DE LA COLOGNE;20.7;80177;CARTIGNY;80;32;;;;;;;En attente de construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801072;PARC EOLIEN DES MOULINS DE LA COLOGNE;20.7;80413;HANCOURT;80;32;;;;;;;En attente de construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801107;Parc éolien du Mont de l?Échelle;15.0;02721;SISSY;02;32;;;;2022-03-14;2023-05-04;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801112;PE DU SUD ARTOIS;14.4;62117;BERTINCOURT;62;32;;;;;;;En attente de construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801112;PE DU SUD ARTOIS;14.4;62493;LEBUCQUIERE;62;32;;;;;;;En attente de construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801112;PE DU SUD ARTOIS;14.4;62840;VELU;62;32;;;;;;;En attente de construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801113;LE GROSEILLER;11.0;62519;LISBOURG;62;32;;;;2022-01-24;2023-01-21;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801184;LA CROIX FLORENT;12.0;80318;FLIXECOURT;80;32;;;;;;;En attente de construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0003801243;Parc Eolien LE GRAND CERISIER;32.4;02044;BANCIGNY;02;32;;;;;;;;Autorisation;En instruction;;Aucun;CEPE GRAND CERISIER;;2023-07-21
0003801243;Parc Eolien LE GRAND CERISIER;32.4;02204;COINGT;02;32;;;;;;;;Autorisation;En instruction;;Aucun;CEPE GRAND CERISIER;;2023-07-21
0003801243;Parc Eolien LE GRAND CERISIER;32.4;02256;DAGNY-LAMBERCY;02;32;;;;;;;;Autorisation;En instruction;;Aucun;CEPE GRAND CERISIER;;2023-07-21
0003801243;Parc Eolien LE GRAND CERISIER;32.4;02391;JEANTES;02;32;;;;;;;;Autorisation;En instruction;;Aucun;CEPE GRAND CERISIER;;2023-07-21
0003801243;Parc Eolien LE GRAND CERISIER;32.4;02535;NAMPCELLES-LA-COUR;02;32;;;;;;;;Autorisation;En instruction;;Aucun;CEPE GRAND CERISIER;;2023-07-21
0003801243;Parc Eolien LE GRAND CERISIER;32.4;02608;PLOMION;02;32;;;;;;;;Autorisation;En instruction;;Aucun;CEPE GRAND CERISIER;;2023-07-21
0003801296;LE MONT DUQUENNE;12.0;62197;CAMBLAIN-CHATELAIN;62;32;;;;2021-05-03;2022-03-02;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0003801301;PARC EOLIEN DU PAYS A PART;18.0;62327;FEBVIN-PALFART;62;32;;;;2023-09-11;;;En construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801301;PARC EOLIEN DU PAYS A PART;18.0;62336;FLECHIN;62;32;;;;2023-09-11;;;En construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801301;PARC EOLIEN DU PAYS A PART;18.0;62485;LAIRES;62;32;;;;2023-09-11;;;En construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801308;ENERGIE IWUY;18.0;59038;AVESNES LE SEC;59;32;;;;2019-07-01;2019-07-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801308;ENERGIE IWUY;18.0;59322;IWUY;59;32;;;;2019-07-01;2019-07-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801340;Mont de Bagny II;15.0;59545;SAINT-SOUPLET;59;32;;;;;;;En attente de construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801351;SAS Parc éolien de la Voie Verte;18.0;02783;GRAND-VERLY;02;32;;;;2022-02-02;2023-04-20;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801351;SAS Parc éolien de la Voie Verte;18.0;02753;TUPIGNY;02;32;;;;2022-02-02;2023-04-20;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801357;BORALEX - Helfaut;21.0;62423;HELFAUT;62;32;;;;2023-09-11;2024-06-21;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801362;Ferme eolienne le Cornouiller;13.2;80734;SENTELIE;80;32;;;;2024-02-19;;;En construction;Autorisation;Autorisé;;Aucun;Ferme Eolienne Le Cornouiller;82478418500038;
0003801363;SAS Éoliennes des Lupins;12.0;02366;HANNAPES;02;32;;;;2022-03-01;2023-05-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801365;PARC EOLIEN DE L'ESPERANCE;18.0;02737;TAVAUX-ET-PONTSERICOURT;02;32;;;;;;;En attente de construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0003801409;PROJET EOLIEN DE BLESSY - SEPE GENTIANE;11.75;62141;BLESSY;62;32;;;;;;;En attente de construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801428;SAS Énergie des Poiriers;6.6;02460;MARCY-SOUS-MARLE;02;32;;;;2023-02-14;2023-12-31;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801428;SAS Énergie des Poiriers;6.6;02468;MARLE;02;32;;;;2023-02-14;2023-12-31;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801430;Ferme eolienne de Claville-Motteville;7.2;60544;ROCQUENCOURT;60;32;;;;;;;En attente de construction;Autorisation;Autorisé;;Aucun;Parc eolien de claville motteville;79828889000014;
0003801431;Parc eolien Mont Aubin;14.4;60544;ROCQUENCOURT;60;32;;;;;;;En attente de construction;Autorisation;Autorisé;;Aucun;PARC EOLIEN DU MONT AUBIN;82460232000015;
0003801431;Parc eolien Mont Aubin;14.4;60615;SEREVILLERS;60;32;;;;;;;En attente de construction;Autorisation;Autorisé;;Aucun;PARC EOLIEN DU MONT AUBIN;82460232000015;
0003801434;Les Hauts de Saint Aubin ;12.0;80628;LE PLESSIER-ROZAINVILLERS;80;32;;;;2022-06-30;2023-10-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801458;LA GARENNE;4.4;60549;ROTANGY;60;32;;;;;;;En attente de construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0003801459;LE COQLIAMONT;13.2;60199;DOMELIERS;60;32;;;;;;;En attente de construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0003801459;LE COQLIAMONT;13.2;60253;FRANCASTEL;60;32;;;;;;;En attente de construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0003801460;LES BEAUX VOISINS;4.4;60163;CORMEILLES;60;32;;;;;;;En attente de construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0003801461;LES HAILLIS;6.9;60199;DOMELIERS;60;32;;;;;;;En attente de construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0003801480;PARC EOLIEN DE THENNES;6.0;80751;THENNES;80;32;;;;2023-07-24;2024-01-14;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801493;EDF ENERGIES NOUVELLES;18.0;59545;SAINT-SOUPLET;59;32;;;;;;;En attente de construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801495;Parc éolien des Saules;15.0;59558;SAULZOIR;59;32;;;;2022-07-25;2023-12-27;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801503;WP FRANCE 27 SAS;6.6;62095;BEAUMETZ LES AIRE;62;32;;;;2021-10-25;2022-09-20;;;Autorisation;En instruction;;Aucun;WP FRANCE 27 SAS;83478264100015;2023-07-21
0003801503;WP FRANCE 27 SAS;6.6;62153;BOMY;62;32;;;;2021-10-25;2022-09-20;;;Autorisation;En instruction;;Aucun;WP FRANCE 27 SAS;83478264100015;2023-07-21
0003801503;WP FRANCE 27 SAS;6.6;62862;VINCLY;62;32;;;;2021-10-25;2022-09-20;;;Autorisation;En instruction;;Aucun;WP FRANCE 27 SAS;83478264100015;2023-07-21
0003801537;PARC EOLIEN DE CHAMPS PERDUS 2;11.7;80415;HANGEST EN SANTERRE;80;32;;;;2022-02-07;2022-12-01;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0003801568;Ferme eolienne de Bois Madame II;7.2;80524;MEHARICOURT;80;32;;;;2022-08-24;2023-03-23;;En exploitation;Autorisation;Autorisé;;Aucun;FERME EOLIENNE DU BOIS MADAME II;89126741100017;
0003801568;Ferme eolienne de Bois Madame II;7.2;80682;ROUVROY-EN-SANTERRE;80;32;;;;2022-08-24;2023-03-23;;En exploitation;Autorisation;Autorisé;;Aucun;FERME EOLIENNE DU BOIS MADAME II;89126741100017;
0003801592;Parc éolien de Febvin-Palfart;11.0;62327;FEBVIN-PALFART;62;32;;;;2024-08-19;;;En construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801593;Parc éolien de Fontaine-lès-Boulans;18.0;62342;FONTAINE-LES-BOULANS;62;32;;;;2024-08-19;;;En construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801601;PARC EOLIEN DE L'EPINETTE;27.6;80214;COULLEMELLE;80;32;;;;2024-01-24;;;En construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801601;PARC EOLIEN DE L'EPINETTE;27.6;80390;GRIVESNES;80;32;;;;2024-01-24;;;En construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801601;PARC EOLIEN DE L'EPINETTE;27.6;80805;VILLERS-TOURNELLE;80;32;;;;2024-01-24;;;En construction;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801604;LES DIX-HUIT;7.2;62246;COUPELLE NEUVE;62;32;;;;2022-07-04;2023-03-20;;En exploitation;Autorisation;Autorisé;;Aucun;Exploitant anonymisé;siret anonyme;
0003801613;VALLEE DE MOY;38.4;02066;BENAY;02;32;;;;;;;;Autorisation;En instruction;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0003801613;VALLEE DE MOY;38.4;02446;LY-FONTAINE;02;32;;;;;;;;Autorisation;En instruction;;Aucun;Exploitant anonymisé;siret anonyme;2023-07-21
0003801624;LE RIOT DE LA VILLE;12.0;59118;BUSIGNY;59;32;;;;;;;;Autorisation;En instruction;;Aucun;EOLIS SCRION - ENGIE GREEN;;
0003801624;LE RIOT DE LA VILLE;12.0;59382;MARETZ;59;32;;;;;;;;Autorisation;En instruction;;Aucun;EOLIS SCRION - ENGIE GREEN;;
0003801652;SAS Extension du parc des Nouvions;19.2;02559;NOUVION-ET-CATILLON;02;32;;;;;;;En attente de construction;Autorisation;Autorisé;;Aucun;SAS Extension du parc des Nouvions;82435295900020;
0003801652;SAS Extension du parc des Nouvions;19.2;02560;NOUVION-LE-COMTE;02;32;;;;;;;En attente de construction;Autorisation;Autorisé;;Aucun;SAS Extension du parc des Nouvions;82435295900020;
